Story,id,text_original,Sentiments-GPT5,Multi-GPT5,Sentiments-Perplexity,Multi-Perplexity,Sentiments-Mistral,Multi-Mistral,Sentiments-GPTOSS20B,Multi-GPTOSS20B
3-DerWolf,S12,Aber deine Stimme ist dunkel. Und böse. Du bist der Wolf. Wir machen die Tür nicht auf.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S13,Der Wolf ärgert sich. Und verschwindet. Der Wolf geht in einen Laden. Der Wolf kauft ein großes Stück Kreide.,negative,no  ,negative,no,negative,no,neutral,no
3-DerWolf,S14,Der Wolf isst die Kreide. Der Wolf weiß nämlich: Kreide macht die Stimme hell.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S15,Dann geht der Wolf wieder zum Haus von den Ziegenkindern. Der Wolf klopft an die Tür. Und ruft: Liebe Kinder. Macht die Tür auf. Ich habe Geschenke für euch.,neutral,no  ,neutral,no,neutral,no,positive,no
3-DerWolf,S16,Die Ziegenkinder denken: Die Stimme ist hell. Und die Stimme ist freundlich. So wie die Stimme von unserer Ziegenmutter.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S17,Aber die Ziegenkinder sind vorsichtig. Die Ziegenkinder gucken aus dem Fenster. Und die Ziegenkinder sehen eine schwarze Pfote.,neutral,no  ,neutral,no,negative,no,negative,no
3-DerWolf,S18,Deshalb rufen die Ziegenkinder: Du bist nicht unsere Ziegenmutter. Unsere Ziegenmutter hat eine weiße Pfote. Deine Pfote ist schwarz. Du bist der Wolf. Wir machen die Tür nicht auf.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S19,Der Wolf ärgert sich. Und verschwindet. Jetzt hat der Wolf eine Idee: Der Wolf geht zum Bäcker.,negative,no  ,neutral,no,negative,no,neutral,no
3-DerWolf,S20,Der Wolf sagt zum Bäcker: Meine Pfote tut weh. Mach mir Teig auf meine Pfote. Das kühlt meine Pfote. Dann tut meine Pfote nicht mehr weh.,negative,no  ,negative,no,neutral,no,neutral,no
3-DerWolf,S21,Der Bäcker hat Angst vor dem Wolf. Deshalb macht der Bäcker Teig auf die Pfote vom Wolf.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S22,Dann geht der Wolf zum Müller. Der Wolf weiß: Der Müller macht aus Körnern weißes Mehl.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S23,Also sagt der Wolf zum Müller: Mach weißes Mehl auf meine Pfote.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S24,Der Müller antwortet: Du bist der böse Wolf. Ich helfe dir nicht.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S25,Der Wolf ärgert sich. Und sagt: Mach weißes Mehl auf meine Pfote. Oder ich fresse dich!,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S26,Jetzt hat der Müller Angst. Deshalb macht der Müller weißes Mehl auf die Pfote vom Wolf. Die Pfote vom Wolf ist jetzt auch ganz weiß.,negative,no  ,negative,no,negative,no,neutral,no
3-DerWolf,S27,So geht der Wolf wieder zum Haus von den Ziegenkindern. Der Wolf klopft an die Tür.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S28,Und ruft: Liebe Kinder. Macht die Tür auf. Ich habe Geschenke für euch.,neutral,no  ,neutral,no,neutral,no,positive,no
3-DerWolf,S29,Die Ziegenkinder rufen: Deine Stimme ist hell. Und freundlich. So wie die Stimme von unserer Ziegenmutter.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S30,Aber zeig uns erst deine Pfote. Der Wolf hält seine Pfote vor das Fenster.,neutral,no  ,neutral,no,neutral,no,negative,no
3-DerWolf,S31,Die Ziegenkinder sehen eine weiße Pfote. Die Ziegenkinder denken: Das ist unsere Ziegenmutter.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S32,Die Ziegenkinder freuen sich. Und die Ziegenkinder machen die Tür auf. Doch vor der Tür steht der böse Wolf.,positive-negative,yes  ,positive-negative,yes,negative-positive,yes,positive-negative,yes
3-DerWolf,S33,Die Ziegenkinder erschrecken ganz fürchterlich. Und die Ziegenkinder haben große Angst. Die Ziegenkinder verstecken sich im Haus:,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S34,Das 1. Ziegenkind versteckt sich unter dem Tisch. Das 2. Ziegenkind versteckt sich im Bett.,negative,no  ,negative,no,neutral,no,negative,no
3-DerWolf,S35,Das 3. Ziegenkind versteckt sich im Ofen. Das 4. Ziegenkind versteckt sich in der Küche.,negative,no  ,negative,no,neutral,no,negative,no
3-DerWolf,S36,Das 5. Ziegenkind versteckt sich im Schrank. Das 6. Ziegenkind versteckt sich in der Waschschüssel.,negative,no  ,negative,no,neutral,no,negative,no
3-DerWolf,S37,Das 7. Ziegenkind versteckt sich in der Wanduhr. Die Wanduhr hat nämlich einen Uhrenkasten. Der Uhrenkasten ist ein sehr gutes Versteck.,negative,no  ,neutral,no,neutral,no,negative,no
3-DerWolf,S38,Der Wolf läuft durch das Haus. Und sucht die Ziegenkinder. Der Wolf findet 6 Ziegenkinder.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S39,Aber das 7. Ziegenkind findet der Wolf nicht. Der Wolf guckt nämlich nicht in den Uhrenkasten.,neutral,no  ,neutral,no,neutral,no,negative,no
3-DerWolf,S40,Der Wolf hat großen Hunger. Also verschluckt der Wolf alle 6 Ziegenkinder. Jetzt ist der Wolf satt. Und müde.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S41,Der Wolf geht hinaus auf die Wiese. Der Wolf legt sich unter einen Baum. Und schläft ein.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S42,Die Ziegenmutter hat Futter geholt. Jetzt kommt die Ziegenmutter nach Hause.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S43,Und erschrickt: Die Tür vom Haus ist offen. Die Ziegenmutter geht vorsichtig ins Haus.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S44,Die Ziegenmutter sieht: Der Tisch ist umgefallen. Scherben liegen auf dem Boden. Ein Stuhl ist kaputt.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S45,Die Ziegenmutter sucht ihre Ziegenkinder. Und die Ziegenmutter ruft ihre Ziegenkinder. Aber die Ziegenkinder antworten nicht.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S46,Die Ziegenmutter sucht überall. Aber es ist kein Ziegenkind da.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S47,Plötzlich ruft eine Stimme: Liebe Ziegenmutter. Ich bin hier.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S48,Da guckt die Ziegenmutter in den Uhrenkasten. Und findet das 7. Ziegenkind. Das 7. Ziegenkind weint.,negative,no  ,negative,no,negative-positive,yes,positive,no
3-DerWolf,S49,Und das 7. Ziegenkind sagt: Der Wolf war hier. Und der Wolf hat die anderen Ziegenkinder gefressen.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S50,Jetzt weint auch die Ziegenmutter. Die Ziegenmutter geht nach draußen. Und das 7. Ziegenkind geht mit.,negative,no  ,negative,no,negative,no,negative,no
3-DerWolf,S51,Die Ziegenmutter sieht den Wolf: Der Wolf liegt unter einem Baum. Der Wolf schläft. Und der Wolf schnarcht laut.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S52,Die Ziegenmutter guckt sich den Wolf genau an: Der Wolf hat einen dicken Bauch. Der Bauch vom Wolf bewegt sich.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S53,Die Ziegenmutter denkt: Meine Ziegenkinder leben noch.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S54,Die Ziegenmutter sagt zum 7. Ziegenkind: Hol mir eine Schere. Und eine Nadel. Und einen Faden.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S55,Das 7. Ziegenkind holt diese Dinge. Die Ziegenmutter nimmt jetzt die Schere. Und die Ziegenmutter schneidet den Bauch vom Wolf auf.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S56,Die Ziegenmutter sieht das 1. Ziegenkind. Das 1. Ziegenkind bewegt sich. Und das 1. Ziegenkind lebt.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S57,Die Ziegenmutter schneidet weiter. Die Ziegenmutter sieht: Alle Ziegenkinder bewegen sich. Und alle Ziegenkinder leben.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S58,Die Ziegenkinder klettern aus dem Bauch vom Wolf. Die Ziegenmutter umarmt ihre Ziegenkinder.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S59,Die Ziegenkinder freuen sich. Und die Ziegenkinder tanzen.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S60,Aber die Ziegenmutter sagt: Holt schnell große Steine. Die Steine legen wir in den Bauch vom Wolf.,neutral,no  ,neutral,no,neutral,no,negative,no
3-DerWolf,S61,Der Wolf soll denken: Die Steine sind Ziegenkinder. Beeilt euch. Vielleicht wacht der Wolf gleich auf.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S62,Die Ziegenkinder holen große Steine. Und die Ziegenkinder legen die Steine in den Bauch vom Wolf.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S63,Die Ziegenmutter nimmt den Faden. Und die Ziegenmutter nimmt die Nadel. Und die Ziegenmutter näht den Bauch vom Wolf zu.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S64,Der Wolf merkt nichts. Der Wolf schläft weiter.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S65,Die Ziegenmutter sagt zu ihren Ziegenkindern: Jetzt gehen wir schnell ins Haus. Und wir sehen dem Wolf vom Haus aus zu.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S66,Nach einer Weile wacht der Wolf auf. Der Wolf hat Durst. Die Steine im Bauch haben den Wolf durstig gemacht. Der Wolf geht zum Brunnen.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S67,Die Steine bewegen sich im Bauch vom Wolf. Der Wolf denkt: Mein Bauch ist voll mit Ziegenkindern. Die Ziegenkinder sind schwer. So wie Steine.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S68,Der Wolf will aus dem Brunnen trinken. Deshalb lehnt sich der Wolf über den Rand vom Brunnen. Aber die Steine im Bauch vom Wolf sind schwer.,neutral,no  ,neutral,no,neutral,no,neutral,no
3-DerWolf,S69,Die Steine ziehen den Wolf in den Brunnen. Der Wolf verliert das Gleichgewicht. Der Wolf kann sich nicht festhalten. Der Wolf fällt in den Brunnen. Und ertrinkt.,negative,no  ,positive,no,positive,no,negative,no
3-DerWolf,S70,Die Ziegenkinder sehen das. Und die Ziegenkinder sind sehr froh: Jetzt kann ihnen der böse Wolf nichts mehr tun.,negative-positive,yes  ,positive,no,positive,no,positive,no
3-DerWolf,S71,Die Ziegenkinder laufen zum Brunnen. Und die Ziegenmutter läuft mit.,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S72,Die Ziegenmutter und die Ziegenkinder tanzen um den Brunnen. Und rufen: Der Wolf ist tot! Der Wolf ist tot!,positive,no  ,positive,no,positive,no,positive,no
3-DerWolf,S73,Das war das Märchen vom Wolf und den 7 Geißlein.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S1,Schneewittchen und die 7 Zwerge. Es war einmal: So fangen Märchen an. Ein Märchen ist eine sehr alte Geschichte. Dieses Märchen heißt: Schneewittchen. Das Märchen geht so:,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S2,Ein König und eine Königin leben in einem Schloss. Die Königin bekommt eine Tochter. Die Tochter ist sehr schön:,positive,no,positive,no,positive,no,neutral,no
4-Schneewittchen,S3,Die Tochter hat schwarze Haare. Und rote Lippen. Und ihre Haut ist so weiß wie Schnee. Deshalb bekommt die Tochter den Namen: Schneewittchen. ,positive,no,positive,no,neutral,no,neutral,no
4-Schneewittchen,S4,Schneewittchen ist nur wenige Tage alt. Da stirbt die Königin. Die Geburt war nämlich sehr schwer.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S5,Ein Jahr vergeht. Da heiratet der König eine neue Frau.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S6,Die neue Frau ist jetzt die Königin. Die neue Königin ist schön. Und auf ihre Schönheit ist die neue Königin sehr stolz. ,neutral,no,neutral,no,positive,no,neutral,no
4-Schneewittchen,S7,Deshalb darf niemand schöner sein als die Königin. Sonst wird die Königin sehr böse.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S8,Die Königin hat einen besonderen Spiegel. Der Spiegel kann sprechen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S9,Und so fragt die Königin den Spiegel jeden Tag: Mein lieber Spiegel an der Wand: Wer ist die Schönste im ganzen Land?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S10,Und der Spiegel antwortet: Frau Königin: Du bist die Schönste im Land. Aber Schneewittchen ist noch viel schöner als du.,neutral - negative,yes,neutral,no,negative,no,neutral,no
4-Schneewittchen,S11,Da wird die Königin wütend. Die Königin ist neidisch auf Schneewittchen. Die Königin will nämlich die Schönste sein.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S12,So ruft die Königin einen Jäger zu sich. Die Königin sagt zum Jäger: Ich kann Schneewittchen nicht mehr sehen. Bring Schneewittchen in den Wald. Und töte Schneewittchen. ,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S13,Dann bring mir das Herz von Schneewittchen. Und auch ihre Leber. So weiß ich: Schneewittchen ist tot.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S14,Der Jäger hat Angst vor der Königin. Deshalb gehorcht der Jäger. Der Jäger geht mit Schneewittchen in den Wald. Der Jäger hat ein großes Messer dabei.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S15,Mit dem Messer will der Jäger Schneewittchen töten. Aber Schneewittchen weint viele Tränen.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S16,Und sagt: Lieber Jäger: Bitte tu mir nichts. Ich laufe in den Wald. Und ich komme nie mehr zurück.,negative - neutral,yes,negative,no,negative,no,neutral,no
4-Schneewittchen,S17,Der Jäger mag Schneewittchen sehr. Deshalb antwortet der Jäger: Lauf weg. Aber komm nie zurück.,positive - neutral,yes,positive,no,neutral-positive,yes,neutral,no
4-Schneewittchen,S18,Und so läuft Schneewittchen in den tiefen Wald.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S19,Der Jäger denkt: Die Königin wird mich bestrafen. Deshalb tötet der Jäger ein Wildschwein. ,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S20,Der Jäger nimmt das Herz und die Leber vom Wildschwein. Und bringt es der Königin.,neutral,no,neutral,no,negative,no,neutral,no
4-Schneewittchen,S21,Die Königin will das Herz und die Leber essen. Deshalb muss der Koch das Herz und die Leber kochen. Der Koch bringt das Essen.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S22,Und die Königin denkt: Ich esse das Herz und die Leber von Schneewittchen. Jetzt ist Schneewittchen tot.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S23,Aber Schneewittchen ist nicht tot. Schneewittchen läuft durch den tiefen Wald. Schneewittchen ist ganz allein. Und Schneewittchen hat große Angst.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S24,Schneewittchen kommt zu einem Häuschen. Ein Häuschen ist ein kleines Haus. Schneewittchen geht in das Häuschen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S25,Und auch in dem Häuschen ist alles sehr klein. In dem Häuschen wohnen nämlich Zwerge.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S26,Aber das weiß Schneewittchen nicht. Die Zwerge sind nämlich nicht zu Hause.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S27,In dem Häuschen ist es sauber. Und es gibt einen kleinen Tisch.,positive,no,positive,no,neutral,no,neutral,no
4-Schneewittchen,S28,Auf dem Tisch stehen 7 kleine Teller. Und 7 kleine Becher. Und unter dem Dach sind 7 kleine Betten.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S29,Schneewittchen ist sehr hungrig. Und durstig. Deshalb nimmt Schneewittchen von jedem Teller ein bisschen. So nimmt Schneewittchen niemandem zu viel weg.,neutral - positive,yes,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S30,Dann ist Schneewittchen müde. Schneewittchen legt sich in ein kleines Bett. Und schläft sofort ein.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S31,Draußen ist es schon dunkel. Jetzt kommen die Zwerge nach Hause.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S32,Die Zwerge machen das Licht an. Und die Zwerge denken: Jemand war in unserem Haus!,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S33,Die Zwerge rufen: Wer hat auf unseren Stühlen gesessen? Und wer hat von unseren Tellern gegessen? Und wer hat aus unseren Bechern getrunken?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S34,Plötzlich ruft ein Zwerg: In meinem Bett liegt ein Mädchen! Das Mädchen ist sehr schön. Das Mädchen schläft!,positive,no,positive,no,positive,no,neutral,no
4-Schneewittchen,S35,Die Zwerge lassen Schneewittchen schlafen. Am nächsten Morgen wacht Schneewittchen auf. Schneewittchen sieht die 7 Zwerge. Schneewittchen erschreckt sich.,neutral - negative,yes,neutral-negative,yes,neutral,no,neutral,no
4-Schneewittchen,S36,Aber die 7 Zwerge sind sehr nett zu Schneewittchen.,positive,no,positive,no,positive,no,positive,no
4-Schneewittchen,S37,Die 7 Zwerge fragen: Wie heißt du? Schneewittchen antwortet: Ich heiße Schneewittchen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S38,Die Zwerge sagen: Wir sind die 7 Zwerge. Und wir wohnen hinter den 7 Bergen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S39,Dann fragen die Zwerge: Wie kommst du in unser Häuschen?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S40,Und Schneewittchen erzählt von der Königin. Schneewittchen sagt: Ich kann nicht ins Schloss zurück.,negative,no,negative,no,negative,no,neutral,no
4-Schneewittchen,S41,Die böse Königin will mich töten. Deshalb bin ich weggelaufen. Dann habe ich euer Häuschen gefunden.,negative - positive,yes,negative-positive,yes,negative,no,negative,no
4-Schneewittchen,S42,Die Zwerge sagen: Du kannst gerne bei uns bleiben. Aber dafür musst du unser Häuschen sauber machen. Und für uns das Essen kochen.,positive,no,positive,no,positive,no,neutral,no
4-Schneewittchen,S43,Und so bleibt Schneewittchen bei den 7 Zwergen. Hinter den 7 Bergen. Die Zwerge arbeiten den ganzen Tag. Deshalb ist Schneewittchen oft alleine.,neutral,no,neutral-negative,yes,neutral,no,neutral,no
4-Schneewittchen,S44,Die Zwerge sagen zu Schneewittchen: Pass gut auf dich auf. Und lass niemanden in das Häuschen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S45,Schneewittchen ist bei den 7 Zwergen im Wald. Und die böse Königin ist im Schloss.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S46,Die Königin denkt: Schneewittchen ist tot. Und ich bin die Schönste im ganzen Land.,negative,no,negative,no,positive,no,neutral,no
4-Schneewittchen,S47,Deshalb fragt die Königin ihren Spiegel: Mein lieber Spiegel an der Wand! Wer ist die Schönste im ganzen Land?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S48,Und der Spiegel antwortet: Frau Königin: Du bist die Schönste im Land.,neutral,no,neutral,no,positive,no,neutral,no
4-Schneewittchen,S49,Aber Schneewittchen wohnt hinter den Bergen. Bei den 7 Zwergen. Und Schneewittchen ist noch viel schöner als du.,neutral - negative,yes,positive-negative,yes,negative,no,neutral,no
4-Schneewittchen,S50,Die Königin ist wütend. Die Königin weiß jetzt: Der Jäger hat gelogen.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S51,Der Jäger hat Schneewittchen nicht getötet. Deshalb will die Königin Schneewittchen jetzt selber töten.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S52,Die Königin verkleidet sich. Das heißt: Die Königin zieht alte Sachen an. Und die Königin malt ihr Gesicht an.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S53,Jetzt sieht die Königin aus wie eine alte Marktfrau. So kann niemand die Königin erkennen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S54,Die Königin geht in den Wald. Die Königin geht zum Haus von den 7 Zwergen. Die Königin klopft an die Tür.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S55,Und ruft: Liebes Mädchen! Ich verkaufe schöne Dinge!,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S56,Schneewittchen schaut aus dem Fenster. Aber Schneewittchen erkennt die böse Königin nicht.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S57,Schneewittchen sagt: Was verkaufst du?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S58,Die Königin antwortet: Ich verkaufe Gürtel. Die Gürtel sind sehr schön. Du kannst einen Gürtel anprobieren!,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S59,Schneewittchen findet die verkleidete Königin nett. Deshalb öffnet Schneewittchen die Tür.,neutral - positive,yes,positive-negative,yes,neutral,no,positive,no
4-Schneewittchen,S60,Die verkleidete Königin zieht Schneewittchen den Gürtel an. Und macht den Gürtel fester.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S61,Schneewittchen bekommt keine Luft mehr. Schneewittchen fällt zu Boden.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S62,Die böse Königin denkt: Endlich ist Schneewittchen tot! Jetzt bin ich wieder die Schönste im Land.,negative,no,negative,no,positive,no,negative,no
4-Schneewittchen,S63,Am Abend kommen die Zwerge nach Hause. Die Zwerge finden Schneewittchen. Und denken: Schneewittchen ist tot!,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S64,Dann sehen die Zwerge den Gürtel: Der Gürtel ist viel zu eng.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S65,Die Zwerge schneiden den Gürtel auf. Jetzt kann Schneewittchen wieder atmen. Schneewittchen öffnet die Augen. ,negative - positive,yes,negative-positive,yes,positive,no,positive,no
4-Schneewittchen,S66,Die Zwerge fragen: Was ist passiert? Und Schneewittchen erzählt von der Marktfrau.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S67,Die Zwerge sagen: Das war die böse Königin. Die Königin hat sich bestimmt verkleidet.,negative,no,negative,no,negative,no,neutral,no
4-Schneewittchen,S68,Liebes Schneewittchen: Du darfst niemandem die Tür öffnen!,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S69,Die böse Königin geht zurück zum Schloss. Und fragt ihren Spiegel: Mein lieber Spiegel an der Wand! Wer ist die Schönste im ganzen Land?,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S70,Und der Spiegel antwortet: Frau Königin: Du bist die Schönste im Land.,neutral,no,positive,no,positive,no,neutral,no
4-Schneewittchen,S71,Aber Schneewittchen wohnt hinter den Bergen. Bei den 7 Zwergen. Und Schneewittchen ist noch viel schöner als du.,neutral - negative,yes,negative,no,negative,no,neutral,no
4-Schneewittchen,S72,Die Königin ist wütend. Jetzt weiß die Königin nämlich: Schneewittchen lebt immer noch. ,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S73,Aber Schneewittchen soll sterben. Die Königin will nämlich die Schönste sein.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S74,Deshalb macht die Königin einen neuen Plan: Die Königin nimmt einen Kamm. Die Königin legt den Kamm in einen Topf mit Gift. So wird der Kamm giftig.,negative,no,negative,no,negative,no,negative,no
4-Schneewittchen,S75,Dann verkleidet die Königin sich wieder: Die Königin zieht andere Sachen an. Und die Königin malt ihr Gesicht an.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S76,So geht die Königin in den Wald. Die Königin geht zum Haus von den Zwergen. Die Königin klopft an die Tür. ,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S77,Und ruft: Liebes Mädchen! Ich verkaufe schöne Dinge.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S78,Schneewittchen schaut aus dem Fenster. Schneewittchen erkennt die Königin nicht.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S79,Aber Schneewittchen weiß: Die Zwerge sind nicht zu Hause. Ich darf niemandem die Tür öffnen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S80,Schneewittchen sagt zu der verkleideten Königin: Geh weiter. Ich darf niemanden ins Haus lassen.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S81,Die verkleidete Königin antwortet: Du musst mich nicht ins Haus lassen. Ich verkaufe die Sachen am Fenster.,neutral,no,neutral,no,neutral,no,neutral,no
4-Schneewittchen,S82,Die Königin zeigt Schneewittchen einen Kamm. Der Kamm ist giftig. Aber das weiß Schneewittchen nicht.,negative,no,negative,no,neutral,no,negative,no
